,Season,Rank,Player,Age,Position,Team,Games_Played,Goals,Assists,Points,Plus_Minus,Penalty_Minutes,Point_Shares,Even_Strength_Goals,Powerplay_Goals,Shorthanded_Goals,Game_Winning_Goals,Shots,Shooting_Percentage,Time_On_Ice,Avg_Time_On_Ice,Blocks,Hits,Faceoff_Wins,Faceoff_Losses,Faceoff_Percentage,Hart_Trophy?,Votes
11717,2004,2066,Radoslav Suchy\suchyra01,27,D,PHX,82,7,14,21,1,8,4.7,5,2,0,2,82,8.5,1613,19.66666667,0.0,0,0.0,0.0,0.0,No,0
11718,2004,2067,Scott Hannan\hannasc01,25,D,SJS,82,6,15,21,10,48,5.8,6,0,0,0,114,5.3,1942,23.68333333,0.0,0,0.0,0.0,0.0,No,0
11719,2004,2068,Ville Nieminen\niemivi01,26,RW,TOT,79,5,16,21,-9,58,1.0,4,1,0,1,83,6.0,983,12.43333333,0.0,0,0.0,0.0,0.0,No,0
11720,2004,2069,Chris Chelios*\chelich01,42,D,DET,69,2,19,21,12,61,4.5,2,0,0,0,113,1.8,1473,21.35,0.0,0,0.0,0.0,0.0,No,0
11721,2004,2070,Karel Rachunek\rachuka01,24,D,TOT,72,2,19,21,8,33,4.0,1,1,0,0,120,1.7,1412,19.61666667,0.0,0,0.0,0.0,0.0,No,0
11722,2004,2071,Richard Matvichuk\matviri01,30,D,DAL,75,1,20,21,0,36,5.0,1,0,0,1,85,1.2,1638,21.83333333,0.0,0,0.0,0.0,0.0,No,0
11723,2004,2072,Eric Nickulas\nickuer01,28,LW,TOT,65,8,12,20,-8,52,1.6,7,1,0,1,121,6.6,854,13.13333333,0.0,0,0.0,0.0,0.0,No,0
11724,2004,2073,Taylor Pyatt\pyattta01,22,LW,BUF,63,8,12,20,-7,25,1.2,5,1,2,4,98,8.2,983,15.6,0.0,0,0.0,0.0,0.0,No,0
11725,2004,2074,Niklas Sundstrom\sundsni01,28,RW,MTL,66,8,12,20,3,18,1.7,8,0,0,2,67,11.9,943,14.28333333,0.0,0,0.0,0.0,0.0,No,0
11726,2004,2075,Mattias Weinhandl\weinhma01,23,RW,NYI,55,8,12,20,9,26,2.3,4,4,0,2,49,16.3,678,12.33333333,0.0,0,0.0,0.0,0.0,No,0
11727,2004,2076,Tie Domi\domiti01,34,RW,TOR,80,7,13,20,-2,208,1.3,6,1,0,0,84,8.3,896,11.2,0.0,0,0.0,0.0,0.0,No,0
11728,2004,2077,P.J. Axelsson\axelspj01,28,LW,BOS,68,6,14,20,2,42,1.1,6,0,0,1,107,5.6,1109,16.31666667,0.0,0,0.0,0.0,0.0,No,0
11729,2004,2078,Adam Mair\mairad01,24,RW,BUF,81,6,14,20,-3,146,1.5,5,1,0,1,82,7.3,780,9.633333333,0.0,0,0.0,0.0,0.0,No,0
11730,2004,2079,Daniel Tjarnqvist\tjarnda01,27,D,ATL,68,5,15,20,-4,20,3.9,3,0,2,1,65,7.7,1515,22.28333333,0.0,0,0.0,0.0,0.0,No,0
11731,2004,2080,Toni Lydman\lydmato01,26,D,CGY,67,4,16,20,6,30,5.2,2,2,0,1,93,4.3,1421,21.21666667,0.0,0,0.0,0.0,0.0,No,0
11732,2004,2081,Cale Hulse\hulseca01,30,D,PHX,82,3,17,20,-4,123,3.8,2,1,0,0,115,2.6,1760,21.46666667,0.0,0,0.0,0.0,0.0,No,0
11733,2004,2082,Jay Bouwmeester\bouwmja01,20,D,FLA,61,2,18,20,-15,30,2.9,2,0,0,0,85,2.4,1405,23.03333333,0.0,0,0.0,0.0,0.0,No,0
11734,2004,2083,Artem Chubarov\chubaar01,24,C,VAN,65,12,7,19,1,14,1.8,10,1,1,3,93,12.9,915,14.08333333,0.0,0,0.0,0.0,0.0,No,0
11735,2004,2084,Derek Roy\royde01,20,C,BUF,49,9,10,19,-8,12,1.6,8,1,0,4,71,12.7,750,15.31666667,0.0,0,0.0,0.0,0.0,No,0
11736,2004,2085,Jason Smith\smithja01,30,D,EDM,68,7,12,19,13,98,4.8,6,0,1,1,84,8.3,1452,21.36666667,0.0,0,0.0,0.0,0.0,No,0
11737,2004,2086,Matt Cullen\cullema01,27,C,FLA,56,6,13,19,-2,24,1.6,5,1,0,2,75,8.0,795,14.2,0.0,0,0.0,0.0,0.0,No,0
11738,2004,2087,Danny Markov\markoda01,27,D,TOT,78,6,13,19,-6,95,4.3,3,3,0,2,100,6.0,1764,22.61666667,0.0,0,0.0,0.0,0.0,No,0
11739,2004,2088,Brad Lukowich\lukowbr01,27,D,TBL,79,5,14,19,29,24,6.1,5,0,0,1,86,5.8,1482,18.75,0.0,0,0.0,0.0,0.0,No,0
11740,2004,2089,Mike Eastwood\eastwmi01,36,C,PIT,82,4,15,19,-18,40,-0.1,4,0,0,1,55,7.3,1160,14.15,0.0,0,0.0,0.0,0.0,No,0
11741,2004,2090,Jiri Fischer\fischji01,23,D,DET,81,4,15,19,0,75,3.5,3,1,0,0,115,3.5,1499,18.5,0.0,0,0.0,0.0,0.0,No,0
11742,2004,2091,Eric Weinrich\weinrer01,37,D,TOT,80,4,15,19,12,46,5.5,2,2,0,1,83,4.8,1723,21.55,0.0,0,0.0,0.0,0.0,No,0
11743,2004,2092,Jason Woolley\woollja01,34,D,DET,55,4,15,19,19,28,4.7,4,0,0,1,60,6.7,864,15.7,0.0,0,0.0,0.0,0.0,No,0
11744,2004,2093,Vladimir Malakhov\malakvl01,35,D,TOT,62,3,16,19,-6,55,2.6,2,1,0,0,95,3.2,1236,19.93333333,0.0,0,0.0,0.0,0.0,No,0
11745,2004,2094,Marek Malik\malikma01,28,D,VAN,78,3,16,19,35,45,6.4,3,0,0,0,61,4.9,1411,18.08333333,0.0,0,0.0,0.0,0.0,No,0
11746,2004,2095,Cory Sarich\saricco01,25,D,TBL,82,3,16,19,5,89,3.9,2,0,1,1,93,3.2,1518,18.51666667,0.0,0,0.0,0.0,0.0,No,0
11747,2004,2096,Karel Pilar\pilarka01,26,D,TOR,50,2,17,19,2,22,3.2,1,1,0,1,74,2.7,903,18.05,0.0,0,0.0,0.0,0.0,No,0
11748,2004,2097,Tom Preissing\preisto01,25,D,SJS,69,2,17,19,8,12,4.3,0,2,0,1,89,2.2,1255,18.2,0.0,0,0.0,0.0,0.0,No,0
11749,2004,2098,Mike Rathje\rathjmi01,29,D,SJS,80,2,17,19,18,46,5.7,1,0,1,0,105,1.9,1876,23.45,0.0,0,0.0,0.0,0.0,No,0
11750,2004,2099,Brad Isbister\isbisbr01,26,LW,EDM,51,10,8,18,-2,54,1.8,9,1,0,2,80,12.5,651,12.76666667,0.0,0,0.0,0.0,0.0,No,0
11751,2004,2100,J.P. Vigier\vigiejp01,27,RW,ATL,70,10,8,18,-18,22,0.7,6,2,2,3,110,9.1,1022,14.6,0.0,0,0.0,0.0,0.0,No,0
11752,2004,2101,Tyler Wright\wrighty01,30,RW,CBJ,68,9,9,18,-19,63,0.9,9,0,0,3,109,8.3,991,14.56666667,0.0,0,0.0,0.0,0.0,No,0
11753,2004,2102,Jon Sim\simjo01,26,LW,TOT,63,8,10,18,-4,33,1.5,8,0,0,2,100,8.0,686,10.88333333,0.0,0,0.0,0.0,0.0,No,0
11754,2004,2103,Jeff Taffe\taffeje01,22,RW,PHX,59,8,10,18,-8,20,1.5,3,5,0,0,67,11.9,651,11.03333333,0.0,0,0.0,0.0,0.0,No,0
11755,2004,2104,Scott Nichol\nichosc01,29,C,CHI,75,7,11,18,-16,145,0.3,7,0,0,1,112,6.3,1183,15.76666667,0.0,0,0.0,0.0,0.0,No,0
11756,2004,2105,Jason Krog\krogja01,28,RW,MDA,80,6,12,18,-4,16,1.1,5,1,0,1,111,5.4,958,11.96666667,0.0,0,0.0,0.0,0.0,No,0
11757,2004,2106,Christian Backman\backmch01,23,D,STL,66,5,13,18,3,16,4.7,4,1,0,0,92,5.4,1276,19.33333333,0.0,0,0.0,0.0,0.0,No,0
11758,2004,2107,Igor Ulanov\ulanoig01,34,D,EDM,42,5,13,18,19,28,4.6,4,1,0,3,49,10.2,833,19.85,0.0,0,0.0,0.0,0.0,No,0
11759,2004,2108,Robyn Regehr\regehro01,23,D,CGY,82,4,14,18,14,74,6.2,2,2,0,1,106,3.8,1832,22.35,0.0,0,0.0,0.0,0.0,No,0
11760,2004,2109,Francis Bouillon\bouilfr01,28,D,MTL,73,2,16,18,1,70,3.8,2,0,0,0,86,2.3,1435,19.65,0.0,0,0.0,0.0,0.0,No,0
11761,2004,2110,Stanislav Chistov\chistst01,20,RW,MDA,56,2,16,18,-16,26,0.6,0,2,0,0,70,2.9,690,12.33333333,0.0,0,0.0,0.0,0.0,No,0
11762,2004,2111,Adam Oates*\oatesad01,41,C,EDM,60,2,16,18,0,8,0.6,1,1,0,1,32,6.3,870,14.5,0.0,0,0.0,0.0,0.0,No,0
11763,2004,2112,Mike Keane\keanemi01,36,RW,VAN,64,8,9,17,7,20,1.8,8,0,0,2,41,19.5,716,11.18333333,0.0,0,0.0,0.0,0.0,No,0
11764,2004,2113,Rem Murray\murrare01,31,LW,NSH,39,8,9,17,-1,12,1.7,6,0,2,1,58,13.8,648,16.61666667,0.0,0,0.0,0.0,0.0,No,0
11765,2004,2114,Craig Adams\adamscr01,26,LW,CAR,80,7,10,17,-5,69,0.9,6,0,1,0,110,6.4,1095,13.68333333,0.0,0,0.0,0.0,0.0,No,0
11766,2004,2115,Tom Fitzgerald\fitzgto01,35,C,TOR,69,7,10,17,-2,52,1.0,6,1,0,1,81,8.6,854,12.38333333,0.0,0,0.0,0.0,0.0,No,0
11767,2004,2116,Josh Langfeld\langfjo01,26,RW,OTT,38,7,10,17,6,16,2.2,5,2,0,2,59,11.9,414,10.88333333,0.0,0,0.0,0.0,0.0,No,0
11768,2004,2117,Dan Cleary\clearda01,25,LW,PHX,68,6,11,17,-8,42,0.8,3,0,3,0,83,7.2,898,13.2,0.0,0,0.0,0.0,0.0,No,0
11769,2004,2118,Chuck Kobasew\kobasch01,21,RW,CGY,70,6,11,17,-12,51,1.0,3,3,0,0,78,7.7,726,10.36666667,0.0,0,0.0,0.0,0.0,No,0
11770,2004,2119,Georges Laraque\laraqge01,27,RW,EDM,66,6,11,17,7,99,1.7,5,1,0,1,54,11.1,618,9.366666667,0.0,0,0.0,0.0,0.0,No,0
11771,2004,2120,Jim Vandermeer\vandeji01,23,D,TOT,46,5,12,17,-11,83,2.4,3,1,1,1,61,8.2,870,18.91666667,0.0,0,0.0,0.0,0.0,No,0
11772,2004,2121,Jeff Jillson\jillsje01,23,D,TOT,64,4,13,17,-4,54,3.0,3,1,0,1,115,3.5,1151,17.98333333,0.0,0,0.0,0.0,0.0,No,0
11773,2004,2122,Stephane Yelle\yellest01,29,C,CGY,53,4,13,17,1,24,1.2,3,1,0,0,76,5.3,838,15.8,0.0,0,0.0,0.0,0.0,No,0
11774,2004,2123,Teppo Numminen\nummite01,35,D,DAL,62,3,14,17,-5,18,3.9,3,0,0,0,83,3.6,1343,21.66666667,0.0,0,0.0,0.0,0.0,No,0
11775,2004,2124,Rhett Warrener\warrerh01,28,D,CGY,77,3,14,17,8,97,5.0,2,0,1,1,82,3.7,1530,19.86666667,0.0,0,0.0,0.0,0.0,No,0
11776,2004,2125,Travis Green\greentr01,33,RW,BOS,64,11,5,16,-6,67,1.1,9,2,0,2,104,10.6,978,15.28333333,0.0,0,0.0,0.0,0.0,No,0
11777,2004,2126,Chris Neil\neilch01,24,RW,OTT,82,8,8,16,13,194,1.9,8,0,0,1,76,10.5,726,8.85,0.0,0,0.0,0.0,0.0,No,0
11778,2004,2127,Scott Young\youngsc01,36,RW,DAL,53,8,8,16,-15,14,0.9,6,2,0,2,134,6.0,782,14.75,0.0,0,0.0,0.0,0.0,No,0
11779,2004,2128,Matt Bradley\bradlma01,25,RW,PIT,82,7,9,16,-27,65,-0.3,7,0,0,1,85,8.2,1049,12.8,0.0,0,0.0,0.0,0.0,No,0
11780,2004,2129,Marcus Ragnarsson\ragnama01,32,D,PHI,70,7,9,16,12,58,4.9,5,2,0,2,82,8.5,1464,20.91666667,0.0,0,0.0,0.0,0.0,No,0
11781,2004,2130,Dmitry Afanasenkov\afanadm01,23,RW,TBL,71,6,10,16,-4,12,0.7,6,0,0,1,98,6.1,877,12.35,0.0,0,0.0,0.0,0.0,No,0
11782,2004,2131,Nick Schultz\schulni01,21,D,MIN,79,6,10,16,12,16,5.9,5,1,0,0,72,8.3,1604,20.31666667,0.0,0,0.0,0.0,0.0,No,0
11783,2004,2132,Vitaly Vishnevski\vishnvi01,23,D,MDA,73,6,10,16,0,51,4.2,6,0,0,0,86,7.0,1253,17.16666667,0.0,0,0.0,0.0,0.0,No,0
11784,2004,2133,Sandis Ozolinsh\ozolisa01,31,D,MDA,36,5,11,16,-7,24,2.7,4,1,0,2,58,8.6,718,19.95,0.0,0,0.0,0.0,0.0,No,0
11785,2004,2134,Martin Strbak\strbama01,29,D,TOT,49,5,11,16,-10,46,2.3,5,0,0,1,54,9.3,955,19.48333333,0.0,0,0.0,0.0,0.0,No,0
11786,2004,2135,Andrew Ference\ferenan01,24,D,CGY,72,4,12,16,5,53,4.5,3,1,0,0,86,4.7,1344,18.66666667,0.0,0,0.0,0.0,0.0,No,0
11787,2004,2136,Lyle Odelein\odelely01,35,D,FLA,82,4,12,16,-7,88,3.6,2,2,0,0,67,6.0,1549,18.88333333,0.0,0,0.0,0.0,0.0,No,0
11788,2004,2137,Greg de Vries\devrigr01,31,D,TOT,66,3,13,16,12,43,3.7,3,0,0,0,70,4.3,1240,18.78333333,0.0,0,0.0,0.0,0.0,No,0
11789,2004,2138,Boris Mironov\mironbo01,31,D,NYR,75,3,13,16,1,86,2.9,2,1,0,1,129,2.3,1547,20.61666667,0.0,0,0.0,0.0,0.0,No,0
11790,2004,2139,Pavel Trnka\trnkapa01,27,D,FLA,67,3,13,16,2,51,3.7,2,1,0,0,66,4.5,1146,17.11666667,0.0,0,0.0,0.0,0.0,No,0
11791,2004,2140,Denis Gauthier\gauthde01,27,D,CGY,80,1,15,16,4,113,4.3,1,0,0,0,90,1.1,1498,18.71666667,0.0,0,0.0,0.0,0.0,No,0
11792,2004,2141,Steve Begin\beginst01,25,C,MTL,52,10,5,15,6,41,2.0,9,0,1,1,91,11.0,652,12.53333333,0.0,0,0.0,0.0,0.0,No,0
11793,2004,2142,Brian Willsie\willsbr01,25,LW,WSH,49,10,5,15,-7,18,1.5,8,1,1,1,85,11.8,622,12.7,0.0,0,0.0,0.0,0.0,No,0
11794,2004,2143,Mike Cammalleri\cammami01,21,C,LAK,31,9,6,15,1,20,2.0,7,2,0,2,53,17.0,412,13.3,0.0,0,0.0,0.0,0.0,No,0
11795,2004,2144,Magnus Arvedson\arvedma01,32,C,VAN,41,8,7,15,7,12,1.8,6,2,0,4,54,14.8,594,14.5,0.0,0,0.0,0.0,0.0,No,0
11796,2004,2145,Grant Marshall\marshgr01,30,RW,NJD,65,8,7,15,-9,67,0.9,3,5,0,2,76,10.5,838,12.88333333,0.0,0,0.0,0.0,0.0,No,0
11797,2004,2146,Boyd Devereaux\deverbo01,25,RW,DET,61,6,9,15,-1,20,1.2,6,0,0,2,62,9.7,608,9.966666667,0.0,0,0.0,0.0,0.0,No,0
11798,2004,2147,Joe Juneau\juneajo01,36,C,MTL,70,5,10,15,-4,20,0.3,2,2,1,1,76,6.6,1105,15.78333333,0.0,0,0.0,0.0,0.0,No,0
11799,2004,2148,Ruslan Salei\saleiru01,29,D,MDA,82,4,11,15,-1,110,4.7,3,0,1,2,145,2.8,1943,23.7,0.0,0,0.0,0.0,0.0,No,0
11800,2004,2149,Jason York\yorkja01,33,D,NSH,67,2,13,15,-4,64,3.0,2,0,0,1,80,2.5,1426,21.28333333,0.0,0,0.0,0.0,0.0,No,0
11801,2004,2150,Antoine Vermette\vermean01,21,LW,OTT,57,7,7,14,5,16,1.3,6,0,1,0,63,11.1,684,11.98333333,0.0,0,0.0,0.0,0.0,No,0
11802,2004,2151,Jarkko Ruutu\ruutuja01,28,RW,VAN,71,6,8,14,-13,133,0.2,5,1,0,0,70,8.6,815,11.48333333,0.0,0,0.0,0.0,0.0,No,0
11803,2004,2152,Radovan Somik\somikra01,26,LW,PHI,53,4,10,14,-2,17,0.9,4,0,0,0,41,9.8,584,11.01666667,0.0,0,0.0,0.0,0.0,No,0
11804,2004,2153,Josef Boumedienne\boumejo01,26,RW,WSH,37,2,12,14,-10,30,0.0,0,2,0,0,44,4.5,852,23.03333333,0.0,0,0.0,0.0,0.0,No,0
11805,2004,2154,Willie Mitchell\mitchwi01,26,D,MIN,70,1,13,14,12,83,5.0,1,0,0,0,58,1.7,1582,22.6,0.0,0,0.0,0.0,0.0,No,0
11806,2004,2155,Mattias Norstrom\norstma01,32,D,LAK,74,1,13,14,-3,44,2.8,1,0,0,0,65,1.5,1660,22.43333333,0.0,0,0.0,0.0,0.0,No,0
11807,2004,2156,Michael Nylander\nylanmi01,31,C,TOT,18,1,13,14,4,22,1.4,1,0,0,1,30,3.3,281,15.58333333,0.0,0,0.0,0.0,0.0,No,0
11808,2004,2157,Justin Papineau\papinju01,24,C,NYI,64,8,5,13,4,8,1.7,3,5,0,2,44,18.2,492,7.7,0.0,0,0.0,0.0,0.0,No,0
11809,2004,2158,Erik Rasmussen\rasmuer01,26,LW,NJD,69,7,6,13,5,41,1.2,7,0,0,0,68,10.3,798,11.56666667,0.0,0,0.0,0.0,0.0,No,0
11810,2004,2159,Fredrik Sjostrom\sjostfr01,20,RW,PHX,57,7,6,13,-7,22,0.9,7,0,0,1,73,9.6,661,11.58333333,0.0,0,0.0,0.0,0.0,No,0
11811,2004,2160,Donald Brashear\brashdo01,32,LW,PHI,64,6,7,13,-1,212,0.8,6,0,0,0,72,8.3,706,11.03333333,0.0,0,0.0,0.0,0.0,No,0
11812,2004,2161,Jason Williams\willija01,23,C,DET,49,6,7,13,1,15,1.3,6,0,0,0,44,13.6,463,9.45,0.0,0,0.0,0.0,0.0,No,0
11813,2004,2162,Karlis Skrastins\skraska01,29,D,COL,82,5,8,13,18,26,5.0,4,0,1,1,102,4.9,1789,21.81666667,0.0,0,0.0,0.0,0.0,No,0
11814,2004,2163,Mark Eaton\eatonma01,26,D,NSH,75,4,9,13,16,26,4.9,4,0,0,1,82,4.9,1570,20.93333333,0.0,0,0.0,0.0,0.0,No,0
11815,2004,2164,Mathieu Biron\bironma02,23,D,FLA,57,3,10,13,-13,51,2.0,3,0,0,1,75,4.0,1038,18.21666667,0.0,0,0.0,0.0,0.0,No,0
11816,2004,2165,Igor Korolev\korolig01,33,C,CHI,62,3,10,13,-15,22,0.1,3,0,0,1,38,7.9,693,11.18333333,0.0,0,0.0,0.0,0.0,No,0
11817,2004,2166,Stephane Robidas\robidst01,26,D,TOT,59,3,10,13,4,41,3.5,1,1,1,1,63,4.8,1123,19.03333333,0.0,0,0.0,0.0,0.0,No,0
11818,2004,2167,Rostislav Klesla\kleslro01,21,D,CBJ,47,2,11,13,-16,27,1.7,2,0,0,1,74,2.7,861,18.31666667,0.0,0,0.0,0.0,0.0,No,0
11819,2004,2168,Colin White\whiteco01,26,D,NJD,75,2,11,13,10,96,4.6,2,0,0,0,61,3.3,1577,21.03333333,0.0,0,0.0,0.0,0.0,No,0
11820,2004,2169,Mike Danton\dantomi01,23,LW,STL,68,7,5,12,-8,141,0.7,6,0,1,0,72,9.7,812,11.95,0.0,0,0.0,0.0,0.0,No,0
11821,2004,2170,David Oliver\oliveda01,32,RW,DAL,36,7,5,12,6,12,1.9,4,3,0,1,30,23.3,355,9.85,0.0,0,0.0,0.0,0.0,No,0
11822,2004,2171,Matt Pettinger\pettima01,23,LW,WSH,71,7,5,12,-9,37,0.5,6,1,0,1,92,7.6,810,11.41666667,0.0,0,0.0,0.0,0.0,No,0
11823,2004,2172,Joel Kwiatkowski\kwiatjo01,26,D,WSH,80,6,6,12,-28,89,1.8,4,2,0,0,90,6.7,1701,21.26666667,0.0,0,0.0,0.0,0.0,No,0
11824,2004,2173,Mike Rupp\ruppmi01,24,C,TOT,57,6,6,12,-4,47,0.8,5,1,0,1,76,7.9,645,11.3,0.0,0,0.0,0.0,0.0,No,0
11825,2004,2174,Chris Taylor\tayloch01,31,C,BUF,54,6,6,12,-2,22,1.0,6,0,0,0,50,12.0,549,10.16666667,0.0,0,0.0,0.0,0.0,No,0
11826,2004,2175,Steve Moore\moorest01,25,C,COL,57,5,7,12,-5,37,0.4,5,0,0,1,52,9.6,747,13.1,0.0,0,0.0,0.0,0.0,No,0
11827,2004,2176,Marty Murray\murrama01,28,C,CAR,66,5,7,12,6,8,1.0,5,0,0,0,56,8.9,780,11.81666667,0.0,0,0.0,0.0,0.0,No,0
11828,2004,2177,Andrei Nikolishin\nikolan01,30,C,COL,49,5,7,12,3,24,0.6,4,1,0,0,71,7.0,798,16.28333333,0.0,0,0.0,0.0,0.0,No,0
11829,2004,2178,David Tanabe\tanabda01,23,D,PHX,45,5,7,12,4,22,3.2,3,2,0,2,88,5.7,1037,23.03333333,0.0,0,0.0,0.0,0.0,No,0
11830,2004,2179,Jason Ward\wardja01,25,RW,MTL,53,5,7,12,3,21,0.9,3,2,0,1,56,8.9,671,12.65,0.0,0,0.0,0.0,0.0,No,0
11831,2004,2180,Jason Chimera\chimeja01,24,LW,EDM,60,4,8,12,-1,57,0.6,4,0,0,1,79,5.1,607,10.11666667,0.0,0,0.0,0.0,0.0,No,0
11832,2004,2181,Andreas Dackell\dackean01,31,RW,MTL,60,4,8,12,8,10,0.6,4,0,0,0,50,8.0,921,15.35,0.0,0,0.0,0.0,0.0,No,0
11833,2004,2182,Craig Rivet\rivetcr01,29,D,MTL,80,4,8,12,-1,98,3.3,2,2,0,1,96,4.2,1557,19.46666667,0.0,0,0.0,0.0,0.0,No,0
11834,2004,2183,Mathieu Dandenault\dandema01,27,D,DET,65,3,9,12,9,40,3.0,2,0,1,0,68,4.4,896,13.78333333,0.0,0,0.0,0.0,0.0,No,0
11835,2004,2184,Scott Stevens*\stevesc01,39,D,NJD,38,3,9,12,3,22,3.1,2,1,0,1,68,4.4,913,0.016666667,0.0,0,0.0,0.0,0.0,No,0
11836,2004,2185,Steve Ott\ottst01,21,LW,DAL,73,2,10,12,-2,152,0.4,2,0,0,1,74,2.7,747,10.23333333,0.0,0,0.0,0.0,0.0,No,0
11837,2004,2186,Shaun Van Allen\vanalsh01,36,LW,OTT,73,2,10,12,6,80,0.3,1,0,1,0,41,4.9,839,11.48333333,0.0,0,0.0,0.0,0.0,No,0
11838,2004,2187,Brendan Witt\wittbr01,28,D,WSH,72,2,10,12,-22,123,1.7,2,0,0,0,91,2.2,1641,22.8,0.0,0,0.0,0.0,0.0,No,0
11839,2004,2188,Eric Desjardins\desjaer01,34,D,PHI,48,1,11,12,11,28,3.4,1,0,0,0,92,1.1,1079,22.48333333,0.0,0,0.0,0.0,0.0,No,0
11840,2004,2189,Christian Ehrhoff\ehrhoch01,21,D,SJS,41,1,11,12,4,14,2.4,1,0,0,1,58,1.7,630,15.38333333,0.0,0,0.0,0.0,0.0,No,0
11841,2004,2190,Ted Donato\donatte01,34,C,BOS,63,6,5,11,2,18,1.0,3,0,3,1,35,17.1,584,9.266666667,0.0,0,0.0,0.0,0.0,No,0
11842,2004,2191,Jamal Mayers\mayerja01,29,RW,STL,80,6,5,11,-19,91,-0.4,5,0,1,3,130,4.6,1041,13.01666667,0.0,0,0.0,0.0,0.0,No,0
11843,2004,2192,Darren McCarty\mccarda02,31,RW,DET,43,6,5,11,2,50,1.0,5,1,0,0,61,9.8,530,12.33333333,0.0,0,0.0,0.0,0.0,No,0
11844,2004,2193,Trent Whitfield\whitftr01,26,C,WSH,44,6,5,11,-2,14,0.9,5,0,1,2,38,15.8,563,12.8,0.0,0,0.0,0.0,0.0,No,0
11845,2004,2194,Scott Barney\barnesc01,24,C,LAK,19,5,6,11,3,4,1.5,3,2,0,0,31,16.1,213,11.2,0.0,0,0.0,0.0,0.0,No,0
11846,2004,2195,Josh Green\greenjo01,26,LW,TOT,50,5,6,11,-3,32,0.7,5,0,0,1,76,6.6,607,12.13333333,0.0,0,0.0,0.0,0.0,No,0
11847,2004,2196,Brad May\maybr01,32,LW,VAN,70,5,6,11,-2,137,0.6,5,0,0,0,75,6.7,625,8.933333333,0.0,0,0.0,0.0,0.0,No,0
11848,2004,2197,Byron Ritchie\ritchby01,26,C,FLA,50,5,6,11,-10,84,0.4,5,0,0,2,65,7.7,695,13.9,0.0,0,0.0,0.0,0.0,No,0
11849,2004,2198,Bates Battaglia\battaba01,28,LW,TOT,70,4,7,11,-24,42,-0.8,4,0,0,1,70,5.7,943,13.48333333,0.0,0,0.0,0.0,0.0,No,0
11850,2004,2199,Eric Daze\dazeer01,28,RW,CHI,19,4,7,11,-7,0,0.8,3,1,0,0,76,5.3,360,18.93333333,0.0,0,0.0,0.0,0.0,No,0
11851,2004,2200,Rory Fitzpatrick\fitzpro02,29,D,BUF,60,4,7,11,-5,44,2.3,2,2,0,2,78,5.1,1142,19.03333333,0.0,0,0.0,0.0,0.0,No,0
11852,2004,2201,Dan Hinote\hinotda01,27,RW,COL,59,4,7,11,-6,57,0.1,2,0,2,0,53,7.5,750,12.7,0.0,0,0.0,0.0,0.0,No,0
11853,2004,2202,Ryan Johnson\johnsry01,27,C,STL,69,4,7,11,-2,8,0.6,3,0,1,1,36,11.1,683,9.9,0.0,0,0.0,0.0,0.0,No,0
11854,2004,2203,James Patrick\patrija01,40,D,BUF,55,4,7,11,11,12,3.6,4,0,0,1,44,9.1,1044,18.98333333,0.0,0,0.0,0.0,0.0,No,0
11855,2004,2204,Deron Quint\quintde01,27,D,CHI,51,4,7,11,-26,18,0.6,2,2,0,0,72,5.6,925,18.13333333,0.0,0,0.0,0.0,0.0,No,0
11856,2004,2205,Igor Radulov\radulig01,21,RW,CHI,36,4,7,11,-2,18,0.9,4,0,0,0,47,8.5,441,12.25,0.0,0,0.0,0.0,0.0,No,0
11857,2004,2206,Brian Campbell\campbbr02,24,D,BUF,53,3,8,11,-8,12,1.7,3,0,0,0,45,6.7,850,16.03333333,0.0,0,0.0,0.0,0.0,No,0
11858,2004,2207,Mark Mowers\mowerma01,29,LW,DET,52,3,8,11,3,4,0.7,2,1,0,1,48,6.3,544,10.45,0.0,0,0.0,0.0,0.0,No,0
11859,2004,2208,Esa Pirnes\pirnees01,26,C,LAK,57,3,8,11,-9,12,0.0,2,0,1,0,57,5.3,670,11.75,0.0,0,0.0,0.0,0.0,No,0
11860,2004,2209,Jason Doig\doigja01,27,D,WSH,65,2,9,11,-12,105,2.0,2,0,0,0,59,3.4,1244,19.15,0.0,0,0.0,0.0,0.0,No,0
11861,2004,2210,Craig Johnson\johnscr01,31,C,TOT,64,2,9,11,-10,28,-0.2,2,0,0,0,77,2.6,802,12.53333333,0.0,0,0.0,0.0,0.0,No,0
11862,2004,2211,Alexander Svitov\svitoal01,21,C,TOT,40,2,9,11,-8,20,0.5,2,0,0,0,52,3.8,469,11.71666667,0.0,0,0.0,0.0,0.0,No,0
11863,2004,2212,Marc Bergevin\bergema01,38,D,TOT,61,1,10,11,-6,29,1.6,1,0,0,0,30,3.3,978,16.03333333,0.0,0,0.0,0.0,0.0,No,0
11864,2004,2213,Igor Larionov*\larioig01,43,C,NJD,49,1,10,11,3,20,0.6,1,0,0,0,25,4.0,593,12.1,0.0,0,0.0,0.0,0.0,No,0
11865,2004,2214,Sean O'Donnell\odonnse01,32,D,BOS,82,1,10,11,10,110,3.7,1,0,0,0,72,1.4,1689,20.6,0.0,0,0.0,0.0,0.0,No,0
11866,2004,2215,Don Sweeney\sweendo01,37,D,DAL,63,0,11,11,22,18,4.6,0,0,0,0,39,0.0,1001,15.88333333,0.0,0,0.0,0.0,0.0,No,0
