,Season,Rank,Player,Age,Position,Team,Games_Played,Goals,Assists,Points,Plus_Minus,Penalty_Minutes,Point_Shares,Even_Strength_Goals,Powerplay_Goals,Shorthanded_Goals,Game_Winning_Goals,Shots,Shooting_Percentage,Time_On_Ice,Avg_Time_On_Ice,Blocks,Hits,Faceoff_Wins,Faceoff_Losses,Faceoff_Percentage,Hart_Trophy?,Votes
11867,2004,2216,Eric Boguniecki\boguner01,28,RW,STL,27,6,4,10,-1,20,1.2,4,2,0,2,40,15.0,397,14.7,0.0,0,0.0,0.0,0.0,No,0
11868,2004,2217,Eric Chouinard\chouier01,23,RW,TOT,48,6,4,10,-10,6,0.5,6,0,0,1,60,10.0,557,11.61666667,0.0,0,0.0,0.0,0.0,No,0
11869,2004,2218,Landon Wilson\wilsola02,28,RW,TOT,54,6,4,10,-3,47,0.7,4,2,0,0,76,7.9,560,10.36666667,0.0,0,0.0,0.0,0.0,No,0
11870,2004,2219,Shayne Corson\corsosh01,37,LW,DAL,17,5,5,10,12,29,1.8,4,0,1,1,21,23.8,230,13.51666667,0.0,0,0.0,0.0,0.0,No,0
11871,2004,2220,Vaclav Varada\varadva01,27,LW,OTT,30,5,5,10,2,26,1.0,5,0,0,1,47,10.6,430,14.35,0.0,0,0.0,0.0,0.0,No,0
11872,2004,2221,Mike Fisher\fishemi01,23,C,OTT,24,4,6,10,-3,39,0.7,3,1,0,0,47,8.5,418,17.43333333,0.0,0,0.0,0.0,0.0,No,0
11873,2004,2222,Krys Kolanos\kolankr01,22,C,PHX,41,4,6,10,-9,24,0.3,3,1,0,1,61,6.6,554,13.51666667,0.0,0,0.0,0.0,0.0,No,0
11874,2004,2223,Alexander Khavanov\khavaal01,32,D,STL,48,3,7,10,2,18,3.0,1,2,0,0,62,4.8,928,19.33333333,0.0,0,0.0,0.0,0.0,No,0
11875,2004,2224,Ivan Majesky\majesiv01,27,D,ATL,63,3,7,10,-7,76,1.7,3,0,0,0,35,8.6,911,14.46666667,0.0,0,0.0,0.0,0.0,No,0
11876,2004,2225,Eric Meloche\melocer01,27,RW,PIT,25,3,7,10,-6,20,0.6,3,0,0,0,28,10.7,370,14.78333333,0.0,0,0.0,0.0,0.0,No,0
11877,2004,2226,Niclas Wallin\wallini01,28,D,CAR,57,3,7,10,-8,51,2.1,3,0,0,0,74,4.1,1064,18.66666667,0.0,0,0.0,0.0,0.0,No,0
11878,2004,2227,Ben Clymer\clymebe01,25,RW,TBL,66,2,8,10,5,50,0.4,2,0,0,0,96,2.1,647,9.8,0.0,0,0.0,0.0,0.0,No,0
11879,2004,2228,Jamie Lundmark\lundmja01,23,C,NYR,56,2,8,10,-8,33,-0.4,2,0,0,1,68,2.9,715,12.76666667,0.0,0,0.0,0.0,0.0,No,0
11880,2004,2229,Yannick Tremblay\trembya01,28,D,ATL,38,2,8,10,-13,13,1.0,1,1,0,1,47,4.3,821,21.6,0.0,0,0.0,0.0,0.0,No,0
11881,2004,2230,Stephane Veilleux\veillst01,22,LW,MIN,19,2,8,10,0,20,1.0,0,1,1,1,37,5.4,272,14.33333333,0.0,0,0.0,0.0,0.0,No,0
11882,2004,2231,Garnet Exelby\exelbga01,22,D,ATL,71,1,9,10,-10,134,1.7,1,0,0,0,42,2.4,1387,19.53333333,0.0,0,0.0,0.0,0.0,No,0
11883,2004,2232,Mike Johnson\johnsmi01,29,RW,PHX,11,1,9,10,-1,10,0.8,0,1,0,0,17,5.9,218,19.83333333,0.0,0,0.0,0.0,0.0,No,0
11884,2004,2233,Darius Kasparaitis\kaspada01,31,D,NYR,44,1,9,10,11,48,2.5,1,0,0,0,29,3.4,721,16.38333333,0.0,0,0.0,0.0,0.0,No,0
11885,2004,2234,Brooks Orpik\orpikbr01,23,D,PIT,79,1,9,10,-36,127,-0.6,1,0,0,0,56,1.8,1455,18.41666667,0.0,0,0.0,0.0,0.0,No,0
11886,2004,2235,Henrik Tallinder\tallihe01,25,D,BUF,72,1,9,10,5,26,2.9,1,0,0,0,63,1.6,1323,18.38333333,0.0,0,0.0,0.0,0.0,No,0
11887,2004,2236,Chris Therien\therich01,32,D,TOT,67,1,9,10,6,52,3.0,1,0,0,0,68,1.5,1237,18.46666667,0.0,0,0.0,0.0,0.0,No,0
11888,2004,2237,Christian Berglund\berglch01,23,RW,TOT,33,5,4,9,-6,14,0.7,5,0,0,0,50,10.0,382,11.56666667,0.0,0,0.0,0.0,0.0,No,0
11889,2004,2238,Jeremy Stevenson\steveje01,29,RW,TOT,56,5,4,9,-3,105,0.5,2,3,0,0,67,7.5,567,10.11666667,0.0,0,0.0,0.0,0.0,No,0
11890,2004,2239,Rickard Wallin\walliri01,23,C,MIN,15,5,4,9,1,14,1.3,2,3,0,1,16,31.3,215,14.33333333,0.0,0,0.0,0.0,0.0,No,0
11891,2004,2240,Christoph Brandner\brandch01,28,RW,MIN,35,4,5,9,-2,8,0.7,3,1,0,0,50,8.0,467,13.33333333,0.0,0,0.0,0.0,0.0,No,0
11892,2004,2241,Todd Harvey\harveto01,28,C,SJS,47,4,5,9,3,38,0.8,4,0,0,0,51,7.8,459,9.766666667,0.0,0,0.0,0.0,0.0,No,0
11893,2004,2242,Rob Zamuner\zamunro01,34,LW,BOS,57,4,5,9,3,16,0.6,4,0,0,0,49,8.2,554,9.716666667,0.0,0,0.0,0.0,0.0,No,0
11894,2004,2243,Mikael Samuelsson\samuemi01,27,C,FLA,37,3,6,9,0,35,0.7,3,0,0,1,50,6.0,454,12.25,0.0,0,0.0,0.0,0.0,No,0
11895,2004,2244,Aki Berg\bergak01,26,D,TOR,79,2,7,9,-1,40,2.2,2,0,0,0,69,2.9,1446,18.3,0.0,0,0.0,0.0,0.0,No,0
11896,2004,2245,Martin Cibak\cibakma01,23,C,TBL,63,2,7,9,-1,30,0.3,2,0,0,0,44,4.5,478,7.583333333,0.0,0,0.0,0.0,0.0,No,0
11897,2004,2246,Hal Gill\gillha01,28,D,BOS,82,2,7,9,16,99,3.9,2,0,0,0,104,1.9,1509,18.4,0.0,0,0.0,0.0,0.0,No,0
11898,2004,2247,Milan Bartovic\bartomi01,22,RW,BUF,23,1,8,9,1,18,0.7,1,0,0,0,30,3.3,296,12.88333333,0.0,0,0.0,0.0,0.0,No,0
11899,2004,2248,Mario Lemieux*\lemiema01,38,C,PIT,10,1,8,9,-2,6,0.7,1,0,0,0,21,4.8,224,22.4,0.0,0,0.0,0.0,0.0,No,0
11900,2004,2249,Derrick Walser\walsede01,25,D,CBJ,27,1,8,9,-6,22,1.4,0,1,0,0,35,2.9,496,18.38333333,0.0,0,0.0,0.0,0.0,No,0
11901,2004,2250,Matt Johnson\johnsma03,28,LW,MIN,57,7,1,8,4,177,1.3,7,0,0,1,21,33.3,368,6.45,0.0,0,0.0,0.0,0.0,No,0
11902,2004,2251,Pavel Brendl\brendpa01,22,RW,CAR,18,5,3,8,0,8,1.1,4,1,0,1,27,18.5,266,14.8,0.0,0,0.0,0.0,0.0,No,0
11903,2004,2252,Claude Lapointe\lapoicl01,35,C,PHI,42,5,3,8,2,32,0.7,4,0,1,1,26,19.2,465,11.06666667,0.0,0,0.0,0.0,0.0,No,0
11904,2004,2253,Andrew Hutchinson\hutchan01,23,D,NSH,18,4,4,8,1,4,1.7,2,2,0,1,24,16.7,301,16.71666667,0.0,0,0.0,0.0,0.0,No,0
11905,2004,2254,Petr Schastlivy\schaspe01,24,LW,TOT,65,4,4,8,-4,18,0.1,3,1,0,2,85,4.7,660,10.15,0.0,0,0.0,0.0,0.0,No,0
11906,2004,2255,Todd Simpson\simpsto01,30,D,TOT,62,4,4,8,-7,152,1.8,4,0,0,0,52,7.7,887,14.31666667,0.0,0,0.0,0.0,0.0,No,0
11907,2004,2256,Jordin Tootoo\tootojo01,20,RW,NSH,70,4,4,8,-6,137,0.1,2,2,0,0,92,4.3,594,8.483333333,0.0,0,0.0,0.0,0.0,No,0
11908,2004,2257,Josef Melichar\melicjo01,25,D,PIT,82,3,5,8,-17,62,1.1,3,0,0,0,78,3.8,1559,19.01666667,0.0,0,0.0,0.0,0.0,No,0
11909,2004,2258,Tyson Nash\nashty01,28,LW,PHX,69,3,5,8,-6,110,-0.4,3,0,0,0,83,3.6,820,11.88333333,0.0,0,0.0,0.0,0.0,No,0
11910,2004,2259,Stephane Quintal\quintst01,35,D,MTL,73,3,5,8,10,82,3.6,3,0,0,0,86,3.5,1506,20.63333333,0.0,0,0.0,0.0,0.0,No,0
11911,2004,2260,Bryce Salvador\salvabr01,27,D,STL,69,3,5,8,-4,47,2.7,3,0,0,1,60,5.0,1206,17.48333333,0.0,0,0.0,0.0,0.0,No,0
11912,2004,2261,Aaron Ward\wardaa01,31,D,CAR,49,3,5,8,1,37,2.4,1,2,0,0,51,5.9,875,17.86666667,0.0,0,0.0,0.0,0.0,No,0
11913,2004,2262,Eric Cairns\cairner01,29,D,NYI,72,2,6,8,-5,189,1.2,2,0,0,0,24,8.3,845,11.73333333,0.0,0,0.0,0.0,0.0,No,0
11914,2004,2263,Aaron Johnson\johnsaa01,20,D,CBJ,29,2,6,8,-2,32,1.6,2,0,0,1,33,6.1,436,15.03333333,0.0,0,0.0,0.0,0.0,No,0
11915,2004,2264,Brian Pothier\pothibr01,26,D,OTT,55,2,6,8,6,24,2.2,1,1,0,1,78,2.6,920,16.71666667,0.0,0,0.0,0.0,0.0,No,0
11916,2004,2265,Marty Reasoner\reasoma01,26,C,EDM,17,2,6,8,5,10,0.8,2,0,0,0,28,7.1,281,16.5,0.0,0,0.0,0.0,0.0,No,0
11917,2004,2266,Joel Bouchard\bouchjo01,30,D,NYR,28,1,7,8,2,10,1.4,1,0,0,0,34,2.9,468,16.7,0.0,0,0.0,0.0,0.0,No,0
11918,2004,2267,Shaone Morrisonn\morrish01,21,D,TOT,33,1,7,8,10,10,2.4,1,0,0,0,14,7.1,602,18.23333333,0.0,0,0.0,0.0,0.0,No,0
11919,2004,2268,Mikhail Yakubov\yakubmi01,21,C,CHI,30,1,7,8,-12,8,-0.1,1,0,0,0,32,3.1,412,13.73333333,0.0,0,0.0,0.0,0.0,No,0
11920,2004,2269,Alexander Karpovtsev\karpoal01,33,D,TOT,27,0,8,8,-16,18,0.1,0,0,0,0,34,0.0,511,18.91666667,0.0,0,0.0,0.0,0.0,No,0
11921,2004,2270,Jesse Boulerice\bouleje01,25,RW,CAR,76,6,1,7,-5,127,0.5,6,0,0,0,46,13.0,497,6.533333333,0.0,0,0.0,0.0,0.0,No,0
11922,2004,2271,Dan LaCouture\lacouda01,26,LW,NYR,59,5,2,7,-13,82,-0.3,4,1,0,1,39,12.8,560,9.483333333,0.0,0,0.0,0.0,0.0,No,0
11923,2004,2272,Patrick Sharp\sharppa01,22,C,PHI,41,5,2,7,-3,55,0.5,5,0,0,1,44,11.4,407,9.933333333,0.0,0,0.0,0.0,0.0,No,0
11924,2004,2273,Radek Martinek\martira01,27,D,NYI,47,4,3,7,-9,43,0.9,4,0,0,1,48,8.3,613,13.05,0.0,0,0.0,0.0,0.0,No,0
11925,2004,2274,Vaclav Nedorost\nedorva01,21,C,FLA,32,4,3,7,-6,12,0.4,2,2,0,0,38,10.5,369,11.53333333,0.0,0,0.0,0.0,0.0,No,0
11926,2004,2275,Patrick Boileau\boilepa01,28,D,PIT,16,3,4,7,-16,8,0.0,0,3,0,0,41,7.3,318,19.86666667,0.0,0,0.0,0.0,0.0,No,0
11927,2004,2276,Travis Brigley\brigltr01,26,LW,COL,36,3,4,7,0,10,0.4,2,1,0,0,39,7.7,427,11.86666667,0.0,0,0.0,0.0,0.0,No,0
11928,2004,2277,Brad Chartrand\chartbr01,29,C,LAK,53,3,4,7,-3,30,-0.1,2,0,1,0,63,4.8,615,11.6,0.0,0,0.0,0.0,0.0,No,0
11929,2004,2278,Andreas Lilja\liljaan01,28,D,FLA,79,3,4,7,-8,90,2.3,3,0,0,0,79,3.8,1545,19.56666667,0.0,0,0.0,0.0,0.0,No,0
11930,2004,2279,Ivan Novoseltsev\novosiv01,25,RW,TOT,34,3,4,7,-13,14,0.0,3,0,0,0,48,6.3,376,11.05,0.0,0,0.0,0.0,0.0,No,0
11931,2004,2280,Jamie Rivers\riverja01,28,D,DET,50,3,4,7,9,41,2.2,3,0,0,0,31,9.7,512,10.23333333,0.0,0,0.0,0.0,0.0,No,0
11932,2004,2281,Bryan Allen\allenbr01,23,D,VAN,74,2,5,7,-10,94,1.0,2,0,0,0,70,2.9,1247,16.85,0.0,0,0.0,0.0,0.0,No,0
11933,2004,2282,Keith Carney\carneke01,33,D,MDA,69,2,5,7,-5,42,2.7,1,1,0,0,58,3.4,1498,21.71666667,0.0,0,0.0,0.0,0.0,No,0
11934,2004,2283,Jassen Cullimore\cullija01,31,D,TBL,79,2,5,7,8,58,2.7,2,0,0,1,78,2.6,1503,19.03333333,0.0,0,0.0,0.0,0.0,No,0
11935,2004,2284,Andy Delmore\delmoan01,27,D,BUF,37,2,5,7,-5,29,1.1,0,2,0,0,40,5.0,562,15.18333333,0.0,0,0.0,0.0,0.0,No,0
11936,2004,2285,Jon Klemm\klemmjo01,34,D,TOT,77,2,5,7,16,44,4.3,2,0,0,1,71,2.8,1333,17.31666667,0.0,0,0.0,0.0,0.0,No,0
11937,2004,2286,Chris Tamer\tamerch01,33,D,ATL,38,2,5,7,-9,55,0.9,2,0,0,1,40,5.0,683,17.96666667,0.0,0,0.0,0.0,0.0,No,0
11938,2004,2287,Mattias Timander\timanma01,29,D,TOT,39,2,5,7,15,21,2.9,1,0,1,1,46,4.3,699,17.93333333,0.0,0,0.0,0.0,0.0,No,0
11939,2004,2288,Fedor Tyutin\tyutife01,20,D,NYR,25,2,5,7,-4,14,0.9,1,0,1,0,33,6.1,503,20.13333333,0.0,0,0.0,0.0,0.0,No,0
11940,2004,2289,Sven Butenschˆn\butensv01,27,D,NYI,41,1,6,7,-3,30,0.9,1,0,0,0,17,5.9,461,11.25,0.0,0,0.0,0.0,0.0,No,0
11941,2004,2290,Lukas Krajicek\krajilu01,20,D,FLA,18,1,6,7,-2,12,1.0,0,1,0,0,16,6.3,244,13.53333333,0.0,0,0.0,0.0,0.0,No,0
11942,2004,2291,Jason Marshall\marshja02,32,D,TOT,24,1,6,7,-3,26,1.1,0,1,0,0,30,3.3,379,15.8,0.0,0,0.0,0.0,0.0,No,0
11943,2004,2292,Tim Gleason\gleasti01,21,D,LAK,47,0,7,7,1,21,1.5,0,0,0,0,45,0.0,704,14.98333333,0.0,0,0.0,0.0,0.0,No,0
11944,2004,2293,Shane Hnidy\hnidysh01,28,D,TOT,46,0,7,7,5,82,1.6,0,0,0,0,28,0.0,582,12.66666667,0.0,0,0.0,0.0,0.0,No,0
11945,2004,2294,Branislav Mezei\mezeibr01,23,D,FLA,45,0,7,7,-4,80,1.4,0,0,0,0,26,0.0,798,17.71666667,0.0,0,0.0,0.0,0.0,No,0
11946,2004,2295,Duvie Westcott\westcdu01,26,D,CBJ,34,0,7,7,-15,39,0.6,0,0,0,0,43,0.0,720,21.18333333,0.0,0,0.0,0.0,0.0,No,0
11947,2004,2296,Travis Moen\moentr01,21,LW,CHI,82,4,2,6,-17,142,-1.0,4,0,0,2,51,7.8,898,10.95,0.0,0,0.0,0.0,0.0,No,0
11948,2004,2297,Ryan Bayda\baydary01,23,LW,CAR,44,3,3,6,-14,22,-0.3,3,0,0,1,65,4.6,482,10.95,0.0,0,0.0,0.0,0.0,No,0
11949,2004,2298,Jason Holland\hollaja01,27,D,LAK,52,3,3,6,5,24,2.2,3,0,0,1,64,4.7,920,17.68333333,0.0,0,0.0,0.0,0.0,No,0
11950,2004,2299,Chad Kilger\kilgech01,27,LW,TOT,41,3,3,6,4,16,0.4,3,0,0,1,35,8.6,437,10.65,0.0,0,0.0,0.0,0.0,No,0
11951,2004,2300,Jody Shelley\shelljo01,27,LW,CBJ,76,3,3,6,-10,228,-0.1,2,1,0,0,62,4.8,550,7.233333333,0.0,0,0.0,0.0,0.0,No,0
11952,2004,2301,Eric Beaudoin\beauder01,23,LW,FLA,30,2,4,6,-6,12,0.2,2,0,0,0,30,6.7,309,10.31666667,0.0,0,0.0,0.0,0.0,No,0
11953,2004,2302,Alex Henry\henryal01,24,LW,MIN,71,2,4,6,4,106,-0.5,2,0,0,0,37,5.4,1057,14.88333333,0.0,0,0.0,0.0,0.0,No,0
11954,2004,2303,Burke Henry\henrybu01,25,D,CHI,23,2,4,6,0,24,1.3,2,0,0,0,31,6.5,392,17.03333333,0.0,0,0.0,0.0,0.0,No,0
11955,2004,2304,Jed Ortmeyer\ortmeje01,25,RW,NYR,58,2,4,6,-10,16,-0.6,2,0,0,0,48,4.2,572,9.866666667,0.0,0,0.0,0.0,0.0,No,0
11956,2004,2305,Ossi Vaananen\vaanaos01,23,D,TOT,79,2,4,6,-14,89,1.1,2,0,0,1,45,4.4,1520,19.23333333,0.0,0,0.0,0.0,0.0,No,0
11957,2004,2306,Murray Baron\baronmu01,36,D,STL,80,1,5,6,-6,61,2.6,1,0,0,0,57,1.8,1538,19.23333333,0.0,0,0.0,0.0,0.0,No,0
11958,2004,2307,Brent Burns\burnsbr01,18,RW,MIN,36,1,5,6,-10,12,-0.3,1,0,0,0,34,2.9,485,13.48333333,0.0,0,0.0,0.0,0.0,No,0
11959,2004,2308,Trevor Daley\daleytr01,20,D,DAL,27,1,5,6,-6,14,0.9,0,1,0,0,34,2.9,433,16.03333333,0.0,0,0.0,0.0,0.0,No,0
11960,2004,2309,Chris Dingman\dingmch01,27,LW,TBL,74,1,5,6,-9,140,-0.7,1,0,0,0,65,1.5,612,8.266666667,0.0,0,0.0,0.0,0.0,No,0
11961,2004,2310,Scott Ferguson\fergusc01,31,D,EDM,52,1,5,6,-5,80,0.7,1,0,0,1,38,2.6,695,13.35,0.0,0,0.0,0.0,0.0,No,0
11962,2004,2311,Boyd Gordon\gordobo01,20,C,WSH,41,1,5,6,-9,8,-0.4,1,0,0,0,42,2.4,540,13.18333333,0.0,0,0.0,0.0,0.0,No,0
11963,2004,2312,Niko Kapanen\kapanni01,25,C,DAL,67,1,5,6,-15,16,-0.9,1,0,0,0,57,1.8,771,11.5,0.0,0,0.0,0.0,0.0,No,0
11964,2004,2313,Luke Richardson\richalu01,34,D,CBJ,64,1,5,6,-11,48,1.9,1,0,0,1,34,2.9,1288,20.11666667,0.0,0,0.0,0.0,0.0,No,0
11965,2004,2314,Kurt Sauer\sauerku01,23,D,TOT,69,1,5,6,-11,51,1.3,1,0,0,0,44,2.3,1140,16.53333333,0.0,0,0.0,0.0,0.0,No,0
11966,2004,2315,John Tripp\trippjo01,26,RW,LAK,34,1,5,6,-4,33,0.1,1,0,0,0,45,2.2,275,8.083333333,0.0,0,0.0,0.0,0.0,No,0
11967,2004,2316,Rick Berry\berryri01,25,D,WSH,65,0,6,6,-5,108,1.2,0,0,0,0,43,0.0,792,12.18333333,0.0,0,0.0,0.0,0.0,No,0
11968,2004,2317,Calle Johansson\johanca01,36,D,TOR,8,0,6,6,5,0,1.2,0,0,0,0,8,0.0,140,17.46666667,0.0,0,0.0,0.0,0.0,No,0
11969,2004,2318,Chris Kunitz\kunitch01,24,LW,MDA,21,0,6,6,1,12,0.4,0,0,0,0,31,0.0,191,9.116666667,0.0,0,0.0,0.0,0.0,No,0
11970,2004,2319,Craig MacDonald\macdocr01,26,LW,TOT,52,0,6,6,-5,33,-0.4,0,0,0,0,59,0.0,582,11.2,0.0,0,0.0,0.0,0.0,No,0
11971,2004,2320,Glen Wesley\weslegl01,35,D,CAR,74,0,6,6,18,32,4.2,0,0,0,0,82,0.0,1581,21.36666667,0.0,0,0.0,0.0,0.0,No,0
11972,2004,2321,Shane Willis\willish01,26,RW,TBL,12,0,6,6,1,2,0.4,0,0,0,0,27,0.0,166,13.83333333,0.0,0,0.0,0.0,0.0,No,0
11973,2004,2322,Stephen Peat\peatst01,23,RW,WSH,64,5,0,5,-10,90,0.0,5,0,0,0,21,23.8,424,6.633333333,0.0,0,0.0,0.0,0.0,No,0
11974,2004,2323,Sandy McCarthy\mccarsa01,31,RW,TOT,50,4,1,5,-8,30,0.0,3,1,0,1,38,10.5,365,7.3,0.0,0,0.0,0.0,0.0,No,0
11975,2004,2324,Ryan VandenBussche\vandery01,30,RW,CHI,65,4,1,5,-10,120,0.0,2,2,0,0,25,16.0,407,6.266666667,0.0,0,0.0,0.0,0.0,No,0
11976,2004,2325,Ramzi Abid\abidra01,23,LW,PIT,16,3,2,5,-5,27,0.3,1,2,0,1,35,8.6,207,12.93333333,0.0,0,0.0,0.0,0.0,No,0
11977,2004,2326,Jean-Luc Grand-Pierre\grandje01,26,D,TOT,56,3,2,5,-12,52,0.6,2,0,1,0,53,5.7,685,12.23333333,0.0,0,0.0,0.0,0.0,No,0
11978,2004,2327,Michal Grosek\grosemi01,28,RW,BOS,33,3,2,5,1,33,0.6,3,0,0,0,24,12.5,206,6.233333333,0.0,0,0.0,0.0,0.0,No,0
11979,2004,2328,Krzysztof Oliwa\oliwakr01,30,LW,CGY,65,3,2,5,-8,247,0.1,3,0,0,0,32,9.4,320,4.933333333,0.0,0,0.0,0.0,0.0,No,0
11980,2004,2329,Dan Focht\fochtda01,26,D,PIT,52,2,3,5,-23,105,-0.4,2,0,0,0,56,3.6,863,16.6,0.0,0,0.0,0.0,0.0,No,0
11981,2004,2330,Darby Hendrickson\hendrda01,31,C,TOT,34,2,3,5,-15,12,-0.6,2,0,0,0,35,5.7,456,13.4,0.0,0,0.0,0.0,0.0,No,0
11982,2004,2331,Matt Keith\keithma01,20,RW,CHI,20,2,3,5,-5,10,0.2,1,1,0,0,21,9.5,239,11.96666667,0.0,0,0.0,0.0,0.0,No,0
11983,2004,2332,Ryan Kesler\keslery01,19,C,VAN,28,2,3,5,-2,16,0.2,2,0,0,0,23,8.7,300,10.7,0.0,0,0.0,0.0,0.0,No,0
11984,2004,2333,Cody McCormick\mccorco01,20,C,COL,44,2,3,5,-4,73,0.0,2,0,0,1,33,6.1,357,8.116666667,0.0,0,0.0,0.0,0.0,No,0
11985,2004,2334,Jay McKee\mckeeja01,26,D,BUF,43,2,3,5,6,41,2.0,2,0,0,1,29,6.9,763,17.73333333,0.0,0,0.0,0.0,0.0,No,0
11986,2004,2335,Alexei Semenov\semenal01,22,D,EDM,46,2,3,5,8,32,1.9,1,1,0,0,36,5.6,794,17.26666667,0.0,0,0.0,0.0,0.0,No,0
11987,2004,2336,Tomas Zizka\zizkato01,24,D,LAK,15,2,3,5,-4,12,0.7,1,1,0,0,24,8.3,254,16.9,0.0,0,0.0,0.0,0.0,No,0
11988,2004,2337,Jozef Balej\balejjo01,21,RW,TOT,17,1,4,5,-1,4,0.2,1,0,0,0,29,3.4,221,12.98333333,0.0,0,0.0,0.0,0.0,No,0
11989,2004,2338,Dustin Brown\browndu01,19,RW,LAK,31,1,4,5,0,16,0.1,1,0,0,0,40,2.5,325,10.48333333,0.0,0,0.0,0.0,0.0,No,0
11990,2004,2339,Todd Fedoruk\fedorto01,24,LW,PHI,49,1,4,5,-4,136,-0.1,1,0,0,1,33,3.0,332,6.783333333,0.0,0,0.0,0.0,0.0,No,0
11991,2004,2340,Niklas Kronwall\kronwni01,23,D,DET,20,1,4,5,5,16,1.3,1,0,0,1,18,5.6,277,13.85,0.0,0,0.0,0.0,0.0,No,0
11992,2004,2341,Curtis Leschyshyn\leschcu01,34,D,OTT,56,1,4,5,13,16,2.2,1,0,0,0,30,3.3,778,13.9,0.0,0,0.0,0.0,0.0,No,0
11993,2004,2342,Justin Mapletoft\mapleju01,23,C,NYI,27,1,4,5,-1,6,0.3,1,0,0,0,15,6.7,166,6.15,0.0,0,0.0,0.0,0.0,No,0
11994,2004,2343,Ian Moran\morania01,31,D,BOS,35,1,4,5,3,28,1.5,1,0,0,0,54,1.9,656,18.75,0.0,0,0.0,0.0,0.0,No,0
11995,2004,2344,Bob Boughner\boughbo01,32,D,TOT,54,0,5,5,-10,88,0.6,0,0,0,0,34,0.0,784,14.51666667,0.0,0,0.0,0.0,0.0,No,0
11996,2004,2345,Brad Ference\ferenbr01,24,D,PHX,63,0,5,5,-19,103,-0.2,0,0,0,0,39,0.0,885,14.05,0.0,0,0.0,0.0,0.0,No,0
11997,2004,2346,Todd Rohloff\rohloto01,30,D,TOT,59,0,5,5,-17,26,0.5,0,0,0,0,35,0.0,956,16.2,0.0,0,0.0,0.0,0.0,No,0
11998,2004,2347,Darcy Hordichuk\hordida01,23,LW,FLA,57,3,1,4,-10,158,-0.2,3,0,0,1,27,11.1,386,6.766666667,0.0,0,0.0,0.0,0.0,No,0
11999,2004,2348,Wyatt Smith\smithwy01,26,C,NSH,18,3,1,4,2,2,0.6,2,0,1,0,21,14.3,186,10.36666667,0.0,0,0.0,0.0,0.0,No,0
12000,2004,2349,Jaroslav Svoboda\svoboja01,23,LW,CAR,33,3,1,4,3,6,0.5,3,0,0,1,27,11.1,301,9.133333333,0.0,0,0.0,0.0,0.0,No,0
12001,2004,2350,Peter Worrell\worrepe01,26,LW,COL,49,3,1,4,2,179,0.4,3,0,0,0,32,9.4,290,5.916666667,0.0,0,0.0,0.0,0.0,No,0
12002,2004,2351,Brad Larsen\larsebr01,26,LW,TOT,32,2,2,4,0,13,0.2,2,0,0,0,23,8.7,282,8.816666667,0.0,0,0.0,0.0,0.0,No,0
12003,2004,2352,Steve Poapst\poapsst01,35,D,CHI,53,2,2,4,-16,26,0.7,2,0,0,1,55,3.6,1179,22.25,0.0,0,0.0,0.0,0.0,No,0
12004,2004,2353,Thomas Pock\pockth01,22,D,NYR,6,2,2,4,-4,0,0.4,2,0,0,0,8,25.0,112,18.63333333,0.0,0,0.0,0.0,0.0,No,0
12005,2004,2354,Peter Sejna\sejnape01,24,LW,STL,20,2,2,4,-9,4,-0.1,0,2,0,0,36,5.6,299,14.96666667,0.0,0,0.0,0.0,0.0,No,0
12006,2004,2355,Tommy Albelin\albelto01,39,D,NJD,45,1,3,4,7,4,2.0,1,0,0,0,27,3.7,666,14.8,0.0,0,0.0,0.0,0.0,No,0
12007,2004,2356,Kelly Buchberger\buchbke01,37,C,PIT,71,1,3,4,-19,109,-1.4,1,0,0,0,34,2.9,735,10.35,0.0,0,0.0,0.0,0.0,No,0
12008,2004,2357,Mike Green\greenmi02,24,C,TOT,24,1,3,4,0,4,0.2,1,0,0,0,20,5.0,219,9.133333333,0.0,0,0.0,0.0,0.0,No,0
12009,2004,2358,Mark Hartigan\hartima01,26,C,CBJ,9,1,3,4,-2,6,0.3,0,1,0,0,15,6.7,147,16.31666667,0.0,0,0.0,0.0,0.0,No,0
12010,2004,2359,Mike Leclerc\leclemi01,27,LW,MDA,10,1,3,4,-1,4,0.3,1,0,0,0,19,5.3,156,15.61666667,0.0,0,0.0,0.0,0.0,No,0
12011,2004,2360,Bryan Marchment\marchbr02,34,D,TOR,75,1,3,4,4,106,1.7,1,0,0,0,56,1.8,1142,15.21666667,0.0,0,0.0,0.0,0.0,No,0
12012,2004,2361,Steve McCarthy\mccarst01,22,D,CHI,25,1,3,4,-9,8,0.4,1,0,0,0,29,3.4,484,19.35,0.0,0,0.0,0.0,0.0,No,0
12013,2004,2362,Jim McKenzie\mckenji02,34,LW,NSH,61,1,3,4,-13,88,-0.6,1,0,0,0,10,10.0,381,6.233333333,0.0,0,0.0,0.0,0.0,No,0
12014,2004,2363,Scott Parker\parkesc01,26,RW,SJS,50,1,3,4,0,101,0.0,1,0,0,0,20,5.0,331,6.616666667,0.0,0,0.0,0.0,0.0,No,0
12015,2004,2364,Nolan Pratt\prattno01,28,D,TBL,58,1,3,4,11,42,2.1,1,0,0,0,35,2.9,952,16.41666667,0.0,0,0.0,0.0,0.0,No,0
